Column,trench,unit,zone,liters,total_flot,species,NISP
6280,FAN,202,III,93,32.8,prunus_amygdalus,17
6281,FAN,202,III,93,32.8,prunus_amygdalus,NA
6282,FAN,202,III,93,32.8,pyrus_amygdaloformis,2
6283,FAN,202,III,93,32.8,pyrus_amygdaloformis,NA
6284,FAN,202,III,93,32.8,rachis_frag_indet,NA
6285,FAN,202,III,93,32.8,schoenus_nigricans,NA
6286,FAN,202,III,93,32.8,seed_indet,NA
6287,FAN,202,III,93,32.8,indet_frag,NA
6288,FAN,202,III,93,32.8,sp_no_1,NA
6289,FAN,202,III,93,32.8,spikelet_fork_indet_frags,NA
6290,FAN,202,III,93,32.8,teucrium_sp,NA
6291,FAN,202,III,93,32.8,triticum_sp,NA
6292,FAN,202,III,93,32.8,t_cf_aestivum_durum,NA
6293,FAN,202,III,93,32.8,triticum_turgidum_ssp_dicoccum,NA
6294,FAN,202,III,93,32.8,triticum_turgidum_ssp_dicoccum,NA
6295,FAN,202,III,93,32.8,triticum_turgidum_ssp_dicoccum,NA
6296,FAN,202,III,93,32.8,triticum_turgidum_ssp_dicoccum,NA
6297,FAN,202,III,93,32.8,triticum_turgidum_ssp_dicoccum,NA
6298,FAN,202,III,93,32.8,triticum_monococcum,NA
6299,FAN,202,III,93,32.8,triticum_monococcum,NA
6300,FAN,202,III,93,32.8,triticum_monococcum,NA
6301,FAN,202,III,93,32.8,triticum_monococcum,NA
6302,FAN,202,III,93,32.8,uthospennum_dlicinale,NA
6303,FAN,202,III,93,32.8,vicia_ervilia,NA
6304,FAN,202,III,93,32.8,vicia_lathyrus_sp,NA
6305,FAN,202,III,93,32.8,vitis_vinifera_ssp_sylvestris,NA
6306,FAN,202,III,93,32.8,vitis_vinifera_ssp_sylvestris,NA
6307,FAN,202,III,93,32.8,triticum_sp,0
6308,FAN,202,III,93,32.8,hordeum_vulgare_ssp,1
6309,FAN,203,III,52,28.3,adonis_sp,1
6310,FAN,203,III,52,28.3,alkanna_sp,1
6311,FAN,203,III,52,28.3,anchusa_sp,NA
6312,FAN,203,III,52,28.3,astragalus_frigonella_sp,NA
6313,FAN,203,III,52,28.3,avena_sp,18
6314,FAN,203,III,52,28.3,avena_sp,21
6315,FAN,203,III,52,28.3,boraginaceae_sp,NA
6316,FAN,203,III,52,28.3,calendula_sp,NA
6317,FAN,203,III,52,28.3,capparis_sp,NA
6318,FAN,203,III,52,28.3,celtis_sp_tournifortii,NA
6319,FAN,203,III,52,28.3,cf_colchicum_polygonatum,2
6320,FAN,203,III,52,28.3,coriandrum_sp,NA
6321,FAN,203,III,52,28.3,cruciferae_sp_seeds_capsules,2
6322,FAN,203,III,52,28.3,culm_nodes_indet_frags,NA
6323,FAN,203,III,52,28.3,echium_sp,NA
6324,FAN,203,III,52,28.3,erodium_sp,NA
6325,FAN,203,III,52,28.3,fumaria_sp,1
6326,FAN,203,III,52,28.3,gallium_sp,NA
6327,FAN,203,III,52,28.3,glume_base_indet,NA
6328,FAN,203,III,52,28.3,gramineae_indet,NA
6329,FAN,203,III,52,28.3,gramineae_indet,NA
6330,FAN,203,III,52,28.3,hordeum_vulgare_ssp,NA
6331,FAN,203,III,52,28.3,hordeum_vulgare_ssp,NA
6332,FAN,203,III,52,28.3,hordeum_vulgare_ssp,NA
6333,FAN,203,III,52,28.3,hordeum_vulgare_ssp,NA
6334,FAN,203,III,52,28.3,hordeum_vulgare_ssp,NA
6335,FAN,203,III,52,28.3,hordeum_vulgare_ssp,NA
6336,FAN,203,III,52,28.3,indet_frag,NA
6337,FAN,203,III,52,28.3,l_officinale,NA
6338,FAN,203,III,52,28.3,lathyrus,1
6339,FAN,203,III,52,28.3,leguminosae,NA
6340,FAN,203,III,52,28.3,leguminosae,NA
6341,FAN,203,III,52,28.3,lens_sp,25
6342,FAN,203,III,52,28.3,lens_sp,NA
6343,FAN,203,III,52,28.3,liliaceae_sp,2
6344,FAN,203,III,52,28.3,lithospermum_arvense,NA
6345,FAN,203,III,52,28.3,lithospermum_arvense,NA
6346,FAN,203,III,52,28.3,malva_parviflora,NA
6347,FAN,203,III,52,28.3,medicago_sp,1
6348,FAN,203,III,52,28.3,cf_medicago_frag,NA
6349,FAN,203,III,52,28.3,monocotylidonae_capsules,NA
6350,FAN,203,III,52,28.3,phalaris_sp,NA
6351,FAN,203,III,52,28.3,pistacia_cf_lentiscus,56
6352,FAN,203,III,52,28.3,pistacia_cf_lentiscus,NA
6353,FAN,203,III,52,28.3,pisum_cf_elatius,NA
6354,FAN,203,III,52,28.3,pisum_vicia_pisum_of_all_sizes,1
6355,FAN,203,III,52,28.3,polygonum_sp,NA
6356,FAN,203,III,52,28.3,prunus_amygdalus,20
6357,FAN,203,III,52,28.3,prunus_amygdalus,NA
6358,FAN,203,III,52,28.3,pyrus_amygdaloformis,6
6359,FAN,203,III,52,28.3,pyrus_amygdaloformis,NA
6360,FAN,203,III,52,28.3,rachis_frag_indet,NA
6361,FAN,203,III,52,28.3,schoenus_nigricans,NA
6362,FAN,203,III,52,28.3,seed_indet,NA
6363,FAN,203,III,52,28.3,indet_frag,NA
6364,FAN,203,III,52,28.3,sp_no_1,NA
6365,FAN,203,III,52,28.3,spikelet_fork_indet_frags,NA
6366,FAN,203,III,52,28.3,teucrium_sp,NA
6367,FAN,203,III,52,28.3,triticum_sp,NA
6368,FAN,203,III,52,28.3,t_cf_aestivum_durum,NA
6369,FAN,203,III,52,28.3,triticum_turgidum_ssp_dicoccum,NA
6370,FAN,203,III,52,28.3,triticum_turgidum_ssp_dicoccum,NA
6371,FAN,203,III,52,28.3,triticum_turgidum_ssp_dicoccum,NA
6372,FAN,203,III,52,28.3,triticum_turgidum_ssp_dicoccum,NA
6373,FAN,203,III,52,28.3,triticum_turgidum_ssp_dicoccum,NA
6374,FAN,203,III,52,28.3,triticum_monococcum,NA
6375,FAN,203,III,52,28.3,triticum_monococcum,NA
6376,FAN,203,III,52,28.3,triticum_monococcum,NA
6377,FAN,203,III,52,28.3,triticum_monococcum,NA
6378,FAN,203,III,52,28.3,uthospennum_dlicinale,NA
6379,FAN,203,III,52,28.3,vicia_ervilia,NA
6380,FAN,203,III,52,28.3,vicia_lathyrus_sp,5
6381,FAN,203,III,52,28.3,vitis_vinifera_ssp_sylvestris,NA
6382,FAN,203,III,52,28.3,vitis_vinifera_ssp_sylvestris,NA
6383,FAN,203,III,52,28.3,triticum_sp,0
6384,FAN,203,III,52,28.3,hordeum_vulgare_ssp,0
6385,FAN,204,III,36,17.8,adonis_sp,NA
6386,FAN,204,III,36,17.8,alkanna_sp,NA
6387,FAN,204,III,36,17.8,anchusa_sp,NA
6388,FAN,204,III,36,17.8,astragalus_frigonella_sp,NA
6389,FAN,204,III,36,17.8,avena_sp,5
6390,FAN,204,III,36,17.8,avena_sp,16
6391,FAN,204,III,36,17.8,boraginaceae_sp,NA
6392,FAN,204,III,36,17.8,calendula_sp,NA
6393,FAN,204,III,36,17.8,capparis_sp,NA
6394,FAN,204,III,36,17.8,celtis_sp_tournifortii,NA
6395,FAN,204,III,36,17.8,cf_colchicum_polygonatum,NA
6396,FAN,204,III,36,17.8,coriandrum_sp,NA
6397,FAN,204,III,36,17.8,cruciferae_sp_seeds_capsules,NA
6398,FAN,204,III,36,17.8,culm_nodes_indet_frags,NA
6399,FAN,204,III,36,17.8,echium_sp,NA
6400,FAN,204,III,36,17.8,erodium_sp,NA
6401,FAN,204,III,36,17.8,fumaria_sp,1
6402,FAN,204,III,36,17.8,gallium_sp,NA
6403,FAN,204,III,36,17.8,glume_base_indet,NA
6404,FAN,204,III,36,17.8,gramineae_indet,NA
6405,FAN,204,III,36,17.8,gramineae_indet,NA
6406,FAN,204,III,36,17.8,hordeum_vulgare_ssp,NA
6407,FAN,204,III,36,17.8,hordeum_vulgare_ssp,NA
6408,FAN,204,III,36,17.8,hordeum_vulgare_ssp,NA
6409,FAN,204,III,36,17.8,hordeum_vulgare_ssp,NA
6410,FAN,204,III,36,17.8,hordeum_vulgare_ssp,NA
6411,FAN,204,III,36,17.8,hordeum_vulgare_ssp,NA
6412,FAN,204,III,36,17.8,indet_frag,NA
6413,FAN,204,III,36,17.8,l_officinale,NA
6414,FAN,204,III,36,17.8,lathyrus,NA
6415,FAN,204,III,36,17.8,leguminosae,1
6416,FAN,204,III,36,17.8,leguminosae,NA
6417,FAN,204,III,36,17.8,lens_sp,NA
6418,FAN,204,III,36,17.8,lens_sp,NA
6419,FAN,204,III,36,17.8,liliaceae_sp,NA
6420,FAN,204,III,36,17.8,lithospermum_arvense,NA
6421,FAN,204,III,36,17.8,lithospermum_arvense,NA
6422,FAN,204,III,36,17.8,malva_parviflora,NA
6423,FAN,204,III,36,17.8,medicago_sp,2
6424,FAN,204,III,36,17.8,cf_medicago_frag,NA
6425,FAN,204,III,36,17.8,monocotylidonae_capsules,NA
6426,FAN,204,III,36,17.8,phalaris_sp,NA
6427,FAN,204,III,36,17.8,pistacia_cf_lentiscus,14
6428,FAN,204,III,36,17.8,pistacia_cf_lentiscus,NA
6429,FAN,204,III,36,17.8,pisum_cf_elatius,NA
6430,FAN,204,III,36,17.8,pisum_vicia_pisum_of_all_sizes,NA
6431,FAN,204,III,36,17.8,polygonum_sp,NA
6432,FAN,204,III,36,17.8,prunus_amygdalus,13
6433,FAN,204,III,36,17.8,prunus_amygdalus,NA
6434,FAN,204,III,36,17.8,pyrus_amygdaloformis,NA
6435,FAN,204,III,36,17.8,pyrus_amygdaloformis,4
6436,FAN,204,III,36,17.8,rachis_frag_indet,NA
6437,FAN,204,III,36,17.8,schoenus_nigricans,NA
6438,FAN,204,III,36,17.8,seed_indet,NA
6439,FAN,204,III,36,17.8,indet_frag,NA
6440,FAN,204,III,36,17.8,sp_no_1,NA
6441,FAN,204,III,36,17.8,spikelet_fork_indet_frags,NA
6442,FAN,204,III,36,17.8,teucrium_sp,NA
6443,FAN,204,III,36,17.8,triticum_sp,NA
6444,FAN,204,III,36,17.8,t_cf_aestivum_durum,NA
6445,FAN,204,III,36,17.8,triticum_turgidum_ssp_dicoccum,NA
6446,FAN,204,III,36,17.8,triticum_turgidum_ssp_dicoccum,NA
6447,FAN,204,III,36,17.8,triticum_turgidum_ssp_dicoccum,NA
6448,FAN,204,III,36,17.8,triticum_turgidum_ssp_dicoccum,NA
6449,FAN,204,III,36,17.8,triticum_turgidum_ssp_dicoccum,NA
6450,FAN,204,III,36,17.8,triticum_monococcum,NA
6451,FAN,204,III,36,17.8,triticum_monococcum,NA
6452,FAN,204,III,36,17.8,triticum_monococcum,NA
6453,FAN,204,III,36,17.8,triticum_monococcum,NA
6454,FAN,204,III,36,17.8,uthospennum_dlicinale,NA
6455,FAN,204,III,36,17.8,vicia_ervilia,NA
6456,FAN,204,III,36,17.8,vicia_lathyrus_sp,NA
6457,FAN,204,III,36,17.8,vitis_vinifera_ssp_sylvestris,NA
6458,FAN,204,III,36,17.8,vitis_vinifera_ssp_sylvestris,NA
6459,FAN,204,III,36,17.8,triticum_sp,0
6460,FAN,204,III,36,17.8,hordeum_vulgare_ssp,0
6461,FAN,205,III,85,26,adonis_sp,1
6462,FAN,205,III,85,26,alkanna_sp,NA
6463,FAN,205,III,85,26,anchusa_sp,NA
6464,FAN,205,III,85,26,astragalus_frigonella_sp,NA
6465,FAN,205,III,85,26,avena_sp,17
6466,FAN,205,III,85,26,avena_sp,NA
6467,FAN,205,III,85,26,boraginaceae_sp,NA
6468,FAN,205,III,85,26,calendula_sp,NA
6469,FAN,205,III,85,26,capparis_sp,NA
6470,FAN,205,III,85,26,celtis_sp_tournifortii,NA
6471,FAN,205,III,85,26,cf_colchicum_polygonatum,2
6472,FAN,205,III,85,26,coriandrum_sp,NA
6473,FAN,205,III,85,26,cruciferae_sp_seeds_capsules,2
6474,FAN,205,III,85,26,culm_nodes_indet_frags,NA
6475,FAN,205,III,85,26,echium_sp,NA
6476,FAN,205,III,85,26,erodium_sp,NA
6477,FAN,205,III,85,26,fumaria_sp,NA
6478,FAN,205,III,85,26,gallium_sp,NA
6479,FAN,205,III,85,26,glume_base_indet,NA
6480,FAN,205,III,85,26,gramineae_indet,NA
6481,FAN,205,III,85,26,gramineae_indet,NA
6482,FAN,205,III,85,26,hordeum_vulgare_ssp,NA
6483,FAN,205,III,85,26,hordeum_vulgare_ssp,NA
6484,FAN,205,III,85,26,hordeum_vulgare_ssp,NA
6485,FAN,205,III,85,26,hordeum_vulgare_ssp,1
6486,FAN,205,III,85,26,hordeum_vulgare_ssp,NA
6487,FAN,205,III,85,26,hordeum_vulgare_ssp,NA
6488,FAN,205,III,85,26,indet_frag,NA
6489,FAN,205,III,85,26,l_officinale,NA
6490,FAN,205,III,85,26,lathyrus,NA
6491,FAN,205,III,85,26,leguminosae,4
6492,FAN,205,III,85,26,leguminosae,NA
6493,FAN,205,III,85,26,lens_sp,11
6494,FAN,205,III,85,26,lens_sp,NA
6495,FAN,205,III,85,26,liliaceae_sp,3
6496,FAN,205,III,85,26,lithospermum_arvense,NA
6497,FAN,205,III,85,26,lithospermum_arvense,NA
6498,FAN,205,III,85,26,malva_parviflora,NA
6499,FAN,205,III,85,26,medicago_sp,NA
6500,FAN,205,III,85,26,cf_medicago_frag,NA
6501,FAN,205,III,85,26,monocotylidonae_capsules,NA
6502,FAN,205,III,85,26,phalaris_sp,NA
6503,FAN,205,III,85,26,pistacia_cf_lentiscus,31
6504,FAN,205,III,85,26,pistacia_cf_lentiscus,NA
6505,FAN,205,III,85,26,pisum_cf_elatius,NA
6506,FAN,205,III,85,26,pisum_vicia_pisum_of_all_sizes,NA
6507,FAN,205,III,85,26,polygonum_sp,NA
6508,FAN,205,III,85,26,prunus_amygdalus,12
6509,FAN,205,III,85,26,prunus_amygdalus,NA
6510,FAN,205,III,85,26,pyrus_amygdaloformis,NA
6511,FAN,205,III,85,26,pyrus_amygdaloformis,NA
6512,FAN,205,III,85,26,rachis_frag_indet,NA
6513,FAN,205,III,85,26,schoenus_nigricans,NA
6514,FAN,205,III,85,26,seed_indet,NA
6515,FAN,205,III,85,26,indet_frag,NA
6516,FAN,205,III,85,26,sp_no_1,NA
6517,FAN,205,III,85,26,spikelet_fork_indet_frags,NA
6518,FAN,205,III,85,26,teucrium_sp,NA
6519,FAN,205,III,85,26,triticum_sp,NA
6520,FAN,205,III,85,26,t_cf_aestivum_durum,NA
6521,FAN,205,III,85,26,triticum_turgidum_ssp_dicoccum,NA
6522,FAN,205,III,85,26,triticum_turgidum_ssp_dicoccum,NA
6523,FAN,205,III,85,26,triticum_turgidum_ssp_dicoccum,NA
6524,FAN,205,III,85,26,triticum_turgidum_ssp_dicoccum,NA
6525,FAN,205,III,85,26,triticum_turgidum_ssp_dicoccum,NA
6526,FAN,205,III,85,26,triticum_monococcum,NA
6527,FAN,205,III,85,26,triticum_monococcum,NA
6528,FAN,205,III,85,26,triticum_monococcum,NA
6529,FAN,205,III,85,26,triticum_monococcum,NA
6530,FAN,205,III,85,26,uthospennum_dlicinale,NA
6531,FAN,205,III,85,26,vicia_ervilia,NA
6532,FAN,205,III,85,26,vicia_lathyrus_sp,NA
6533,FAN,205,III,85,26,vitis_vinifera_ssp_sylvestris,NA
6534,FAN,205,III,85,26,vitis_vinifera_ssp_sylvestris,NA
6535,FAN,205,III,85,26,triticum_sp,0
6536,FAN,205,III,85,26,hordeum_vulgare_ssp,1
6537,FAN,206,III,21,23.8,adonis_sp,NA
6538,FAN,206,III,21,23.8,alkanna_sp,NA
6539,FAN,206,III,21,23.8,anchusa_sp,NA
6540,FAN,206,III,21,23.8,astragalus_frigonella_sp,NA
6541,FAN,206,III,21,23.8,avena_sp,23
6542,FAN,206,III,21,23.8,avena_sp,2
6543,FAN,206,III,21,23.8,boraginaceae_sp,NA
6544,FAN,206,III,21,23.8,calendula_sp,NA
6545,FAN,206,III,21,23.8,capparis_sp,2
6546,FAN,206,III,21,23.8,celtis_sp_tournifortii,NA
6547,FAN,206,III,21,23.8,cf_colchicum_polygonatum,1
6548,FAN,206,III,21,23.8,coriandrum_sp,NA
6549,FAN,206,III,21,23.8,cruciferae_sp_seeds_capsules,NA
6550,FAN,206,III,21,23.8,culm_nodes_indet_frags,NA
6551,FAN,206,III,21,23.8,echium_sp,NA
6552,FAN,206,III,21,23.8,erodium_sp,NA
6553,FAN,206,III,21,23.8,fumaria_sp,1
6554,FAN,206,III,21,23.8,gallium_sp,NA
6555,FAN,206,III,21,23.8,glume_base_indet,NA
6556,FAN,206,III,21,23.8,gramineae_indet,NA
6557,FAN,206,III,21,23.8,gramineae_indet,NA
6558,FAN,206,III,21,23.8,hordeum_vulgare_ssp,NA
6559,FAN,206,III,21,23.8,hordeum_vulgare_ssp,NA
6560,FAN,206,III,21,23.8,hordeum_vulgare_ssp,NA
6561,FAN,206,III,21,23.8,hordeum_vulgare_ssp,NA
6562,FAN,206,III,21,23.8,hordeum_vulgare_ssp,NA
6563,FAN,206,III,21,23.8,hordeum_vulgare_ssp,NA
6564,FAN,206,III,21,23.8,indet_frag,NA
6565,FAN,206,III,21,23.8,l_officinale,NA
6566,FAN,206,III,21,23.8,lathyrus,NA
6567,FAN,206,III,21,23.8,leguminosae,4
6568,FAN,206,III,21,23.8,leguminosae,NA
6569,FAN,206,III,21,23.8,lens_sp,9
6570,FAN,206,III,21,23.8,lens_sp,NA
6571,FAN,206,III,21,23.8,liliaceae_sp,4
6572,FAN,206,III,21,23.8,lithospermum_arvense,NA
6573,FAN,206,III,21,23.8,lithospermum_arvense,NA
6574,FAN,206,III,21,23.8,malva_parviflora,NA
6575,FAN,206,III,21,23.8,medicago_sp,1
6576,FAN,206,III,21,23.8,cf_medicago_frag,NA
6577,FAN,206,III,21,23.8,monocotylidonae_capsules,NA
6578,FAN,206,III,21,23.8,phalaris_sp,NA
6579,FAN,206,III,21,23.8,pistacia_cf_lentiscus,41
6580,FAN,206,III,21,23.8,pistacia_cf_lentiscus,NA
6581,FAN,206,III,21,23.8,pisum_cf_elatius,NA
6582,FAN,206,III,21,23.8,pisum_vicia_pisum_of_all_sizes,NA
6583,FAN,206,III,21,23.8,polygonum_sp,NA
6584,FAN,206,III,21,23.8,prunus_amygdalus,39
6585,FAN,206,III,21,23.8,prunus_amygdalus,NA
6586,FAN,206,III,21,23.8,pyrus_amygdaloformis,1
6587,FAN,206,III,21,23.8,pyrus_amygdaloformis,NA
6588,FAN,206,III,21,23.8,rachis_frag_indet,NA
6589,FAN,206,III,21,23.8,schoenus_nigricans,NA
6590,FAN,206,III,21,23.8,seed_indet,NA
6591,FAN,206,III,21,23.8,indet_frag,NA
6592,FAN,206,III,21,23.8,sp_no_1,NA
6593,FAN,206,III,21,23.8,spikelet_fork_indet_frags,NA
6594,FAN,206,III,21,23.8,teucrium_sp,NA
6595,FAN,206,III,21,23.8,triticum_sp,NA
6596,FAN,206,III,21,23.8,t_cf_aestivum_durum,NA
6597,FAN,206,III,21,23.8,triticum_turgidum_ssp_dicoccum,NA
6598,FAN,206,III,21,23.8,triticum_turgidum_ssp_dicoccum,NA
6599,FAN,206,III,21,23.8,triticum_turgidum_ssp_dicoccum,NA
6600,FAN,206,III,21,23.8,triticum_turgidum_ssp_dicoccum,NA
6601,FAN,206,III,21,23.8,triticum_turgidum_ssp_dicoccum,NA
6602,FAN,206,III,21,23.8,triticum_monococcum,NA
6603,FAN,206,III,21,23.8,triticum_monococcum,NA
6604,FAN,206,III,21,23.8,triticum_monococcum,NA
6605,FAN,206,III,21,23.8,triticum_monococcum,NA
6606,FAN,206,III,21,23.8,uthospennum_dlicinale,NA
6607,FAN,206,III,21,23.8,vicia_ervilia,NA
6608,FAN,206,III,21,23.8,vicia_lathyrus_sp,NA
6609,FAN,206,III,21,23.8,vitis_vinifera_ssp_sylvestris,NA
6610,FAN,206,III,21,23.8,vitis_vinifera_ssp_sylvestris,NA
6611,FAN,206,III,21,23.8,triticum_sp,0
6612,FAN,206,III,21,23.8,hordeum_vulgare_ssp,0
6613,FAN,207,III,122,53.6,adonis_sp,NA
6614,FAN,207,III,122,53.6,alkanna_sp,1
6615,FAN,207,III,122,53.6,anchusa_sp,NA
6616,FAN,207,III,122,53.6,astragalus_frigonella_sp,NA
6617,FAN,207,III,122,53.6,avena_sp,160
6618,FAN,207,III,122,53.6,avena_sp,NA
6619,FAN,207,III,122,53.6,boraginaceae_sp,NA
6620,FAN,207,III,122,53.6,calendula_sp,NA
6621,FAN,207,III,122,53.6,capparis_sp,1
6622,FAN,207,III,122,53.6,celtis_sp_tournifortii,NA
6623,FAN,207,III,122,53.6,cf_colchicum_polygonatum,8
6624,FAN,207,III,122,53.6,coriandrum_sp,NA
6625,FAN,207,III,122,53.6,cruciferae_sp_seeds_capsules,5
6626,FAN,207,III,122,53.6,culm_nodes_indet_frags,NA
6627,FAN,207,III,122,53.6,echium_sp,NA
6628,FAN,207,III,122,53.6,erodium_sp,NA
6629,FAN,207,III,122,53.6,fumaria_sp,2
6630,FAN,207,III,122,53.6,gallium_sp,NA
6631,FAN,207,III,122,53.6,glume_base_indet,NA
6632,FAN,207,III,122,53.6,gramineae_indet,NA
6633,FAN,207,III,122,53.6,gramineae_indet,NA
6634,FAN,207,III,122,53.6,hordeum_vulgare_ssp,NA
6635,FAN,207,III,122,53.6,hordeum_vulgare_ssp,NA
6636,FAN,207,III,122,53.6,hordeum_vulgare_ssp,NA
6637,FAN,207,III,122,53.6,hordeum_vulgare_ssp,NA
6638,FAN,207,III,122,53.6,hordeum_vulgare_ssp,3
6639,FAN,207,III,122,53.6,hordeum_vulgare_ssp,NA
6640,FAN,207,III,122,53.6,indet_frag,NA
6641,FAN,207,III,122,53.6,l_officinale,NA
6642,FAN,207,III,122,53.6,lathyrus,NA
6643,FAN,207,III,122,53.6,leguminosae,11
6644,FAN,207,III,122,53.6,leguminosae,NA
6645,FAN,207,III,122,53.6,lens_sp,72
6646,FAN,207,III,122,53.6,lens_sp,NA
6647,FAN,207,III,122,53.6,liliaceae_sp,25
6648,FAN,207,III,122,53.6,lithospermum_arvense,2
6649,FAN,207,III,122,53.6,lithospermum_arvense,NA
6650,FAN,207,III,122,53.6,malva_parviflora,NA
6651,FAN,207,III,122,53.6,medicago_sp,1
6652,FAN,207,III,122,53.6,cf_medicago_frag,NA
6653,FAN,207,III,122,53.6,monocotylidonae_capsules,NA
6654,FAN,207,III,122,53.6,phalaris_sp,3
6655,FAN,207,III,122,53.6,pistacia_cf_lentiscus,284
6656,FAN,207,III,122,53.6,pistacia_cf_lentiscus,NA
6657,FAN,207,III,122,53.6,pisum_cf_elatius,1
6658,FAN,207,III,122,53.6,pisum_vicia_pisum_of_all_sizes,5
6659,FAN,207,III,122,53.6,polygonum_sp,NA
6660,FAN,207,III,122,53.6,prunus_amygdalus,67
6661,FAN,207,III,122,53.6,prunus_amygdalus,NA
6662,FAN,207,III,122,53.6,pyrus_amygdaloformis,9
6663,FAN,207,III,122,53.6,pyrus_amygdaloformis,NA
6664,FAN,207,III,122,53.6,rachis_frag_indet,NA
6665,FAN,207,III,122,53.6,schoenus_nigricans,NA
6666,FAN,207,III,122,53.6,seed_indet,NA
6667,FAN,207,III,122,53.6,indet_frag,NA
6668,FAN,207,III,122,53.6,sp_no_1,NA
6669,FAN,207,III,122,53.6,spikelet_fork_indet_frags,NA
6670,FAN,207,III,122,53.6,teucrium_sp,NA
6671,FAN,207,III,122,53.6,triticum_sp,NA
6672,FAN,207,III,122,53.6,t_cf_aestivum_durum,NA
6673,FAN,207,III,122,53.6,triticum_turgidum_ssp_dicoccum,NA
6674,FAN,207,III,122,53.6,triticum_turgidum_ssp_dicoccum,NA
6675,FAN,207,III,122,53.6,triticum_turgidum_ssp_dicoccum,NA
6676,FAN,207,III,122,53.6,triticum_turgidum_ssp_dicoccum,NA
6677,FAN,207,III,122,53.6,triticum_turgidum_ssp_dicoccum,NA
6678,FAN,207,III,122,53.6,triticum_monococcum,NA
6679,FAN,207,III,122,53.6,triticum_monococcum,NA
6680,FAN,207,III,122,53.6,triticum_monococcum,NA
6681,FAN,207,III,122,53.6,triticum_monococcum,NA
6682,FAN,207,III,122,53.6,uthospennum_dlicinale,NA
6683,FAN,207,III,122,53.6,vicia_ervilia,NA
6684,FAN,207,III,122,53.6,vicia_lathyrus_sp,NA
6685,FAN,207,III,122,53.6,vitis_vinifera_ssp_sylvestris,NA
6686,FAN,207,III,122,53.6,vitis_vinifera_ssp_sylvestris,NA
6687,FAN,207,III,122,53.6,triticum_sp,0
6688,FAN,207,III,122,53.6,hordeum_vulgare_ssp,0
6689,FAN,208,III,69,82.6,adonis_sp,NA
6690,FAN,208,III,69,82.6,alkanna_sp,NA
6691,FAN,208,III,69,82.6,anchusa_sp,NA
6692,FAN,208,III,69,82.6,astragalus_frigonella_sp,NA
6693,FAN,208,III,69,82.6,avena_sp,131
6694,FAN,208,III,69,82.6,avena_sp,NA
6695,FAN,208,III,69,82.6,boraginaceae_sp,NA
6696,FAN,208,III,69,82.6,calendula_sp,NA
6697,FAN,208,III,69,82.6,capparis_sp,1
6698,FAN,208,III,69,82.6,celtis_sp_tournifortii,NA
6699,FAN,208,III,69,82.6,cf_colchicum_polygonatum,2
6700,FAN,208,III,69,82.6,coriandrum_sp,NA
6701,FAN,208,III,69,82.6,cruciferae_sp_seeds_capsules,NA
6702,FAN,208,III,69,82.6,culm_nodes_indet_frags,NA
6703,FAN,208,III,69,82.6,echium_sp,NA
6704,FAN,208,III,69,82.6,erodium_sp,NA
6705,FAN,208,III,69,82.6,fumaria_sp,2
6706,FAN,208,III,69,82.6,gallium_sp,NA
6707,FAN,208,III,69,82.6,glume_base_indet,NA
6708,FAN,208,III,69,82.6,gramineae_indet,NA
6709,FAN,208,III,69,82.6,gramineae_indet,NA
6710,FAN,208,III,69,82.6,hordeum_vulgare_ssp,NA
6711,FAN,208,III,69,82.6,hordeum_vulgare_ssp,NA
6712,FAN,208,III,69,82.6,hordeum_vulgare_ssp,NA
6713,FAN,208,III,69,82.6,hordeum_vulgare_ssp,NA
6714,FAN,208,III,69,82.6,hordeum_vulgare_ssp,9
6715,FAN,208,III,69,82.6,hordeum_vulgare_ssp,NA
6716,FAN,208,III,69,82.6,indet_frag,NA
6717,FAN,208,III,69,82.6,l_officinale,NA
6718,FAN,208,III,69,82.6,lathyrus,2
6719,FAN,208,III,69,82.6,leguminosae,5
6720,FAN,208,III,69,82.6,leguminosae,NA
6721,FAN,208,III,69,82.6,lens_sp,75
6722,FAN,208,III,69,82.6,lens_sp,NA
6723,FAN,208,III,69,82.6,liliaceae_sp,4
6724,FAN,208,III,69,82.6,lithospermum_arvense,1
6725,FAN,208,III,69,82.6,lithospermum_arvense,NA
6726,FAN,208,III,69,82.6,malva_parviflora,1
6727,FAN,208,III,69,82.6,medicago_sp,NA
6728,FAN,208,III,69,82.6,cf_medicago_frag,NA
6729,FAN,208,III,69,82.6,monocotylidonae_capsules,NA
6730,FAN,208,III,69,82.6,phalaris_sp,NA
6731,FAN,208,III,69,82.6,pistacia_cf_lentiscus,100
6732,FAN,208,III,69,82.6,pistacia_cf_lentiscus,NA
6733,FAN,208,III,69,82.6,pisum_cf_elatius,1
6734,FAN,208,III,69,82.6,pisum_vicia_pisum_of_all_sizes,3
6735,FAN,208,III,69,82.6,polygonum_sp,NA
6736,FAN,208,III,69,82.6,prunus_amygdalus,43
6737,FAN,208,III,69,82.6,prunus_amygdalus,NA
6738,FAN,208,III,69,82.6,pyrus_amygdaloformis,3
6739,FAN,208,III,69,82.6,pyrus_amygdaloformis,NA
6740,FAN,208,III,69,82.6,rachis_frag_indet,NA
6741,FAN,208,III,69,82.6,schoenus_nigricans,NA
6742,FAN,208,III,69,82.6,seed_indet,NA
6743,FAN,208,III,69,82.6,indet_frag,NA
