unit,NISP_9,Monodonta,Patella,Murex,Cerithium,Cerastoderma,Tapes,Columbella,Donax,Cyclope,NISP,Trench
97,48,2.1,0,6.3,2.1,31.2,31.2,0,25,2.1,51,Q5N
98,33,0,3,3,6.1,33.3,21.2,6.1,18.2,9.1,34,Q5N
99,28,0,3.6,0,14.3,21.4,17.9,21.4,14.3,7.1,31,Q5N
100,20,0,0,5,15,20,30,10,15,5,22,Q5N
101,15,6.7,13.3,26.6,13.3,6.7,6.7,6.7,13.3,6.7,15,Q5N
102,50,4,0,0,26,12,16,4,32,6,50,Q5N
103,21,0,0,0,19.1,33.3,9.5,0,28.6,9.5,23,Q5N
104,34,0,0,8.8,11.8,11.8,20.6,23.5,14.7,8.8,37,Q5N
105,12,0,0,0,16.7,16.7,33.3,8.3,16.7,8.3,14,Q5N
106,20,0,0,5,30,10,25,0,25,5,20,Q5N
74,36,0,0,8.3,47.2,5.6,19.4,2.8,16.7,0,37,Q5S
75,150,0.7,0.7,8,28.2,11.3,18.7,2,26.7,4,155,Q5S
76,46,4.4,0,2.2,37,21.6,19.6,2.2,10.8,2.2,46,Q5S
77,187,1.6,0.5,3.7,47.6,10.2,16.6,1.1,17.6,1.1,191,Q5S
78,68,0,0,8.8,33.8,23.5,7.4,7.4,19.1,0,68,Q5S
79,44,2.3,0,9.1,40.8,11.4,18.2,0,15.9,2.3,44,Q5S
80,54,0,1.9,5.6,24.1,20.4,14.8,1.8,24,7.4,58,Q5S
81,7,0,0,0,10,50,20,0,10,10,10,Q5S
82,49,0,0,2,28.8,12.9,8.6,0,40.8,6.8,55,Q5S
83,49,0,0,10.2,30.6,8.2,20.4,4.1,22.4,4.1,51,Q5S
84,59,3.4,0,3.4,22,18.6,11.9,11.9,23.7,5.1,62,Q5S
85,48,2.1,2.1,6.3,33.3,12.5,18.7,6.3,18.7,0,51,Q5S
86,173,1.2,1.2,14.5,28.8,18.5,16.2,1.7,16.2,1.7,181,Q5S
87,43,2.3,0,4.7,11.6,18.6,16.3,13.9,27.9,4.7,45,Q5S
88,30,0,0,3.3,20,36.8,13.3,3.3,23.3,0,34,Q5S
89,32,3.1,0,6.3,28.1,25,18.7,12.5,6.3,0,33,Q5S
90,11,0,0,0,27.5,9.1,36.4,9.1,18.2,0,11,Q5S
91,101,5.9,1,2,27.7,13.9,14.9,2,31.6,1,103,Q5S
92,39,0,0,7.7,23.1,20.4,7.7,10.3,20.5,10.3,43,Q5S
93,21,4.8,0,4.8,28.6,4.8,9.5,0,42.7,4.8,22,Q5S
94,34,2.9,2.9,5.9,20.7,14.7,17.6,2.9,23.6,8.8,35,Q5S
95,45,0,0,8.9,28.8,15.6,8.9,2.2,26.7,8.9,46,Q5S
96,27,0,0,7.4,59.3,11.1,0,7.4,11.1,3.7,28,Q5S
97,56,1.8,1.8,1.8,32,16.1,16.1,5.4,16.1,8.9,57,Q5S
98,65,0,1.5,0,24.7,36.9,12.3,4.6,15.4,4.6,67,Q5S
136,17,0,0,0,17.6,35.3,0,0,47.1,0,18,Q5S
137,1,0,0,0,0,100,0,0,0,0,1,Q5S
138,99,0,0,0,2,82.8,1,1,13.2,0,99,Q5S
139,12,8.3,0,16.7,16.7,0,16.7,16.7,25,0,13,Q5S
140,5,0,0,0,0,20,0,0,60,20,6,Q5S
141,84,0,1.2,1.2,8.3,48.8,1.2,1.2,36.9,1.2,84,Q5S
142,2,0,0,0,50,0,0,0,50,0,2,Q5S
143,32,0,0,18.7,34.4,21.9,3.1,0,15.6,6.3,33,Q5S
144,73,0,1.4,0,0,78.1,1.4,0,19.1,0,75,Q5S
145,19,0,0,15.8,15.8,21.1,10.5,0,26.3,10.5,19,Q5S
146,19,0,0,26.3,26.3,26.3,0,0,21.1,0,22,Q5S
147,88,0,0,1.1,3.4,81.9,0,0,13.6,0,91,Q5S
148,53,3.8,1.9,3.8,15.1,26.4,5.6,5.6,35.9,1.9,54,Q5S
149,21,0,4.8,0,0,95.2,0,0,0,0,21,Q5S
150,78,2.6,3.8,6.4,52.6,15.4,0,1.3,16.6,1.3,79,Q5S
151,12,8.3,0,8.3,16.7,25,0,0,41.7,0,12,Q5S
156,46,6.5,0,2.2,15.2,26.1,0,2.2,47.8,0,46,Q5S
162,15,6.7,0,0,26.6,6.7,20,6.7,26.6,6.7,16,Q5S
163,25,4,4,4,32,20,4,0,32,0,26,Q5S
164,58,1.7,1.7,5.2,31,10,12.1,6.9,20.7,1.7,59,Q5S
165,2,0,0,0,50,0,0,0,50,0,2,Q5S
166,34,2.9,2.9,0,52.9,17.7,5.9,0,11.8,5.9,34,Q5S
167,4,0,0,0,25,25,0,0,50,0,4,Q5S
168,15,0,0,6.7,13.3,13.3,0,6.7,60,0,16,Q5S
169,8,0,0,0,25,0,0,0,75,0,8,Q5S
170,81,0,0,0,1.2,84,1.2,0,13.6,0,82,Q5S
171,48,0,0,0,2,81.3,0,2.1,14.6,0,50,Q5S
172,65,0,0,1.5,4.1,87.2,0,0,7.2,0,65,Q5S
174,1,0,0,0,0,100,0,0,0,0,1,Q5S
176,56,0,5.4,7.1,10.7,60.7,7.1,3.6,5.4,0,60,Q5S
177,8,0,12.5,0,0,0,0,25,62.5,0,8,Q5S
178,5,0,20,0,20,20,0,0,40,0,5,Q5S
179,2,0,0,0,50,50,0,0,0,0,2,Q5S
180,38,2.6,5.3,2.6,21.1,47.3,5.3,5.3,10.5,0,39,Q5S
181,17,0,5.9,5.9,17.6,41.2,5.9,0,23.5,0,20,Q5S
182,7,0,0,0,0,71.4,0,0,28.6,0,8,Q5S
183,13,0,7.7,0,0,46.2,7.7,7.7,30.7,0,14,Q5S
184,27,0,7.4,0,29.6,59.3,3.7,0,0,0,33,Q5S
185,121,0,5,4.1,14.9,65.3,4.1,0,6.6,0,129,Q5S
186,47,0,0,2.1,23.5,63.8,6.4,0,4.3,0,52,Q5S
187,52,0,7.7,0,13.5,59.5,11.5,3.9,3.9,0,60,Q5S
188,27,0,33.3,7.4,7.4,51,0,0,0,0,31,Q5S
189,23,0,60.9,4.4,0,30.4,0,0,4.3,0,25,Q5S
190,59,0,35.6,0,17,25.4,3.4,0,18.6,0,65,Q5S
191,28,3.6,7.1,7.1,10.7,21.4,21.4,3.6,25.1,0,32,Q5S
192,10,0,0,0,40,30,10,0,20,0,11,Q5S
193,31,0,3.2,6.5,29,35.5,0,0,25.8,0,32,Q5S
194,10,0,10,10,30,20,0,10,20,0,10,Q5S
106,10,0,10,0,30,60,0,0,0,0,14,Q5S
197,3,0,0,0,0,33.3,33.3,0,33.4,0,4,Q5S
198,6,0,16.7,0,66.6,0,16.7,0,0,0,7,Q5S
199,15,0,0,0,26.7,46.6,6.7,0,20,0,17,Q5S
200,33,0,3,3,6.1,63.7,6.1,3,12.1,3,34,Q5S
201,7,0,0,0,42.8,28.6,14.3,0,14.3,0,9,Q5S
202,55,1.8,7.2,1.8,45.5,21.8,1.8,5.5,14.6,0,57,Q5S
203,2,0,0,0,0,0,0,0,100,0,2,Q5S
205,20,0,0,0,20,40,5,0,35,0,20,Q5S
208,1,0,0,0,0,0,0,0,100,0,1,Q5S
210,28,0,0,7.1,3.6,60.7,0,0,28.6,0,29,Q5S
211,4,0,0,0,25,25,0,0,50,0,4,Q5S
212,17,0,0,0,0,76.5,0,0,23.5,0,18,Q5S
213,140,0.7,0,0.7,3.6,80,0.7,0.7,13.6,0,141,Q5S
214,20,0,0,0,15,50,5,0,30,0,22,Q5S
215,23,0,13,0,21.7,47.9,4.4,0,13,0,23,Q5S
217,10,0,0,0,10,50,10,0,30,0,10,Q5S
218,19,0,5.3,0,5.3,73.6,0,0,15.8,0,19,Q5S
219,5,0,0,0,60,40,0,0,0,0,6,Q5S
220,10,10,20,0,40,20,0,0,10,0,11,Q5S
221,15,6.7,33.3,13.3,0,40,6.7,0,0,0,15,Q5S
222,21,0,42.9,0,14.3,23.7,14.3,0,4.8,0,21,Q5S
223,9,0,11.1,0,22.2,55.6,0,0,11.1,0,9,Q5S
224,5,0,0,0,20,80,0,0,0,0,6,Q5S
225,1,0,0,0,0,100,0,0,0,0,1,Q5S
227,1,0,0,0,0,0,0,0,100,0,1,Q5S
228,2,0,0,0,0,50,0,0,50,0,2,Q5S
229,63,3.2,1.6,0,17.4,51,4.8,4.8,7.8,6.4,65,Q5S
230,122,3.3,41,2.5,15.6,18.8,4.1,1.6,12.3,0.8,126,Q5S
231,62,1.6,87.1,0,0,11.3,0,0,0,0,65,Q5S
232,141,2.6,44.2,3.6,22.7,9.9,7.1,2.1,7.1,0.7,146,Q5S
233,41,2.4,43.9,4.9,26.9,12.3,2.4,2.4,2.4,2.4,42,Q5S
234,1,0,0,0,0,0,0,0,100,0,1,Q5S
235,1,0,0,0,0,0,0,0,100,0,1,Q5S
236,5,0,0,0,0,0,0,40,60,0,5,Q5S
237,77,0,0,0,2.6,83.1,1.3,1.3,11.7,0,77,Q5S
238,10,0,0,0,0,80,0,0,20,0,10,Q5S
239,14,0,0,0,21.4,35.7,0,0,42.9,0,14,Q5S
240,5,0,0,20,0,20,0,0,40,20,5,Q5S
241,3,33.3,0,0,0,33.4,0,0,33.3,0,4,Q5S
1,79,2.5,2.5,8.9,70.9,2.5,1.3,3.8,6.3,1.3,83,QR5
2,67,4.5,0,9,62.6,14.9,0,1.5,3,4.5,70,QR5
3,52,5.8,0,13.5,57.6,11.5,0,7.7,0,3.9,55,QR5
4,31,6.5,3.2,9.7,61.3,12.9,0,0,3.2,3.2,35,QR5
5,45,8.9,2.2,15.6,53.4,13.3,0,4.4,0,2.2,48,QR5
6,50,6,16,2,48,20,2,4,2,0,53,QR5
7,36,11.1,2.8,11.1,63.8,0,2.8,2.8,5.6,0,36,QR5
8,74,8.1,1.4,6.8,58.1,2.7,9.4,0,10.8,2.7,75,QR5
9,65,1.5,4.6,3.1,27.7,43,9.2,1.5,7.7,1.7,67,QR5
10,82,1.2,9.8,0,24.4,45.1,6.1,0,13.4,0,91,QR5
11,71,1.4,5.6,8.5,21.1,42.3,14.1,2.8,4.2,0,75,QR5
12,158,1.9,8.2,4.4,20.3,36.2,8.2,1.2,19.6,0,162,QR5
13,88,1.1,8,8,22.7,39.8,6.8,0,10.2,3.4,91,QR5
14,74,0,13.5,5.4,29.7,33.8,8.1,0,9.5,0,78,QR5
15,27,0,22.2,3.7,14.8,33.4,11.1,0,11.1,3.7,28,QR5
16,63,4.8,6.3,3.2,17.5,42.8,4.8,0,20.6,0,66,QR5
17,26,3.9,15.3,11.5,11.5,19.2,15.4,0,23.2,0,27,QR5
18,66,4.6,9.1,4.6,43.8,16.7,4.5,0,16.7,0,68,QR5
19,8,0,0,12.5,12.5,12.5,25,0,37.5,0,8,QR5
20,12,0,0,0,33.3,41.7,0,8.3,16.7,0,14,QR5
21,1,0,0,0,0,100,0,0,0,0,1,QR5
22,9,0,0,0,55.6,44.4,0,0,0,0,10,QR5
23,20,10,10,5,35,25,10,0,5,0,21,QR5
24,47,2.1,10.6,0,27.7,34.1,0,0,23.4,2.1,47,QR5
25,102,2.9,2.9,7.8,46.2,15.7,7.8,2.9,11.8,2,104,QR5
26,114,1.8,7,4.4,18.4,30.8,14,2.6,19.3,1.7,123,QR5
27,257,2,4.7,30,8.1,28,11.2,1.6,14,0.4,263,QR5
28,115,1.7,6.1,1.7,17.4,43.7,13,4.4,10.3,1.7,116,QR5
29,50,2,6,4,12,44,10,4,16,2,51,QR5
31,154,0.7,2,1.3,59.4,13.6,17.1,0.7,3.9,1.3,159,QR5
32,179,3.9,2.8,3.4,45.8,24.6,8.4,1.1,9.5,0.5,186,QR5
33,89,6.7,3.4,0,21.4,29.1,7.9,3.4,28.1,0,90,QR5
35,50,0,2,2,2,42,18,4,30,0,57,QR5
36,124,3.3,3.3,0.8,36.2,19.4,9.7,10.4,14.5,2.4,132,QR5
37,39,5.1,5.1,5.1,33.4,28.2,5.1,7.7,10.3,0,45,QR5
38,101,3,3,3,37.5,24.8,7.9,5.9,13.9,1,103,QR5
39,161,9.9,1.2,2.5,42.2,21.8,5,5,9.9,2.5,166,QR5
40,117,5.1,1.7,5.1,41.1,29.1,6,3.4,7.7,0.8,120,QR5
41,166,6.6,4.2,4.2,35.5,18.1,9.7,3.6,15.7,2.4,173,QR5
42,11,9.1,9.1,0,27.3,36.3,9.1,0,9.1,0,12,QR5
43,71,0,7,7,28.3,23.9,5.6,5.6,22.6,0,76,QR5
44,15,6.7,6.7,0,20,46.6,13.3,0,6.7,0,16,QR5
